X,Y,OBJECTID_1,UniqueID,ProjectName,AwardDateYearFunded,City,SiteAddress,County,ParcelTaxID,Latitude,Longitude,FundingSource,TotalBrownfieldIncentives,F381ApprovedAmount,GrantAwardAmount,LoanAwardAmount,WaterfrontAwardAmount,BrownfieldSiteAssessment,StateFundedCleanupAmountSpent,Acreage,DevelopmentType
-83.101667,42.3322220000001,778,2199511009,Scotten Property (DEGC),1995/11/14 00:00:00+00,Detroit,3350 E. Scotten,Wayne,<null> ,42.332222,-83.101667,<null> ,0,,,,0,Yes,0,1,Parking Lot
-83.038333,42.389444,779,2200904011,Selkirk Warehouse,2009/04/22 00:00:00+00,Detroit,6195 Selkirk,Wayne,<null> ,42.389444,-83.038333,<null> ,0,,,,0,Yes,0,0.52,Commercial
-85.571667,42.2697220000001,780,2199804008,SER Plating Co.,1998/04/17 00:00:00+00,Kalamazoo,2152 Portage St.,Kalamazoo,<null> ,42.269722,-85.571667,<null> ,0,,,,0,Yes,0,0.6,Commercial dev.
-82.9793349999999,42.4356010000001,781,2200304002,Seven Mile and Gratiot Retail Development,2003/04/01 00:00:00+00,Detroit,14165 Seven Mile East,Wayne,"21/021119-20, 21/021122, 21/021121, 21/021123, 21-021474-7, 21/021466-73",42.435601,-82.979335,381,167215,"$167,215 ",,,0,,0,3.91,PD Planned Development
-83.091033,42.4476040000001,782,2199709023,Shane Steel Property,1997/09/15 00:00:00+00,Hazel Park,North of 8Mile between Merrill Ave and Hughes Ave,OAKLAND,<null> ,42.447604,-83.091033,SAF,27000,,"$27,000 ",,0,,0,1.6,Industrial
-83.180599,42.3495380000001,783,2200006036,Sharon Steel,2000/06/20 00:00:00+00,Dearborn,7801 Maple Street,WAYNE,"82-10-064-04-002, 82-10-064-04-003",42.349538,-83.180599,"BRG, RRl",1294925,,"$1,000,000 ","$294,925 ",0,,0,12,Government/Non Profit
-83.1795999999999,42.3487500000001,784,2200103017,Sharon Steel/Sharon Cedar Village,2001/03/27 00:00:00+00,Dearborn,7951 and 7701 Maple Street,Wayne,"82-10-064-04-002, 82-10-064-04-003",42.34875,-83.1796,381,294925,"$294,925 ",,,0,,0,0,RA Single Family Residential
-85.632304,41.9350590000001,785,2201406022,Sheffield Industrial Park,2014/06/25 00:00:00+00,Three Rivers,618 Fourth Street,Saint Joseph,"051-299-044-00, 051-299-044-01",41.935059,-85.632304,381,171750,"$171,750 ",,,0,,0,28.1,Industrial
-83.95458,43.4293900000001,786,2199704014,Short Property,1997/04/07 00:00:00+00,Saginaw,<null> ,SAGINAW,<null> ,43.42939,-83.95458,SAF,23700,,,,0,,0,0,Industrial
-83.929133,42.6062180000001,787,2200211030,Sibley Street Project,2002/11/20 00:00:00+00,Howell,124 East Sibley (5 parcels),Livingston,"47-17-36-307-064, 47-17-36-307-063, 47-17-36-307-062, 47-17-36-307-065",42.606218,-83.929133,381,159764,"$159,764 ",,,0,,0,0,Central Business District
-86.2978449999999,43.41376,788,2200901003,Silver Creek New Energy Development,2009/01/15 00:00:00+00,Whitehall Township,Holton Whitehall Road and Silver Creek Road,MUSKEGON,"03-024-300-0001-00,03-026-200-0001-00,03-023-200-0002-00,03-023-499-0001-00,03-025-100-0001-00",43.41376,-86.297845,BRL,999700,,,"$999,700 ",0,,0,684,Commercial/Industrial
-86.2978449999999,43.41376,789,2200812037,Silver Creek New Energy Development,2008/12/17 00:00:00+00,Whitehall Township,Holton Whitehall Road and Silver Creek Road,Muskegon,"03-024-300-0001-00, 03-026-200-0001-00, 03-023-200-0002-00, 03-023-400-0001-00, 03-025-100-0001-00",43.41376,-86.297845,381,1268700,"$1,268,700 ",,,0,,0,680,<null> 
-86.241111,42.196111,790,2200007042,Silverleaf Paper,2000/07/05 00:00:00+00,Watervliet,Red Arrow Hwy 1 mile E of M-140,Berrien,<null> ,42.196111,-86.241111,<null> ,0,,,,0,Yes,0,70,Small Industrial
-83.596828,42.241316,791,2199707018,Silvertone Plating,1997/07/28 00:00:00+00,Ypsilanti,7 Emerick St.,Washtenaw,<null> ,42.241316,-83.596828,<null> ,0,,,,0,Yes,0,0.55,Unknown
-83.376111,42.2827780000001,792,2199910043,Sims Road Dump,1999/10/13 00:00:00+00,Wayne,NW of Sims & Michigan Intersection,Wayne,<null> ,42.282778,-83.376111,<null> ,0,,,,0,Yes,0,4.8,Park Expansion
-83.705786,42.7980000000001,793,2201506019,Skypoint Ventures- 102 West Silver Lake Road LLC,2015/06/22 00:00:00+00,Fenton,102 West Silver Lake Road,Genesee,<null> ,42.798,-83.705786,381,181338,"$181,338 ",,,0,,0,0,Mixed Use
-87.395188,46.5351880000001,794,2199908035,South Rail Yard,1999/08/05 00:00:00+00,Marquette,"S Front St, from traffic circle to S Front and S Lakeshore Blvd",MARQUETTE,<null> ,46.535188,-87.395188,WRG,1100000,,,,1100000,,0,25,Commercial/Residential
-82.419822,42.9715810000001,795,2200211029,South Side Development Park,2002/11/19 00:00:00+00,Port Huron,200 Court Street,Saint Clair,"7406-010-2001-000, 7406-011-1001-000, 7406-011-1003-000, 7406-011-1004-000, 7406-015-2001-000, 7406-407-0002-000, 7406-407-0003-000, 7406-407-0004-000, 7406-407-0006-000, 7406-407-0007-000, 7406-407-0008-000, 7406-407-0009-000, 7406-407-0013-100,See Below",42.971581,-82.419822,381,1309116,"$1,309,116 ",,,0,,0,0,"Residential, Commercial, Manufacturing, & Comm. Bus. District"
-85.068056,44.883611,796,2200710029,South Tar Lake ETA,2007/10/11 00:00:00+00,Mancelona,E. Elder Rd. SE of Peckham Lake,Antrim,<null> ,44.883611,-85.068056,<null> ,0,,,,0,Yes,0,6,Residential
-86.323907,44.249039,797,2201603013,South Washington Street Area,2016/03/03 00:00:00+00,Manistee,80-86 South Washington Street,MANISTEE,<null> ,44.249039,-86.323907,381,19200,"$19,200 ",,,0,,0,0,Mixed Use
-83.1872099999999,42.25314,798,2199410028,Southfield & Abbot St.,1994/10/18 00:00:00+00,Lincoln Park,<null> ,WAYNE,<null> ,42.25314,-83.18721,SAF,79000,,"$79,000 ",,0,,0,2.6,Industrial
-83.17681,42.25019,799,2199410029,Southfield & Fort St.,1994/10/18 00:00:00+00,Lincoln Park,<null> ,WAYNE,<null> ,42.25019,-83.17681,SAF,96000,,"$96,000 ",,0,,0,0,Commercial
-82.967045,42.3673010000001,800,2200307015,Sparetime Family Entertainment Center,2003/07/31 00:00:00+00,Detroit,St. Jean and East Jefferson (104 parcels),Wayne,project involves 104 tax parcels,42.367301,-82.967045,381,111892,"$111,892 ",,,0,,0,11,M4 Intensive Industrial District
-85.580158,42.294993,801,2200101001,Speareflex Block,2001/01/17 00:00:00+00,Kalamazoo,205 and 261 E. Kalamazoo Ave.,Kalamazoo,"06-15-333-001, 06-15-334-001",42.294993,-85.580158,381,15000,"$15,000 ",,,0,,0,3.24,Downtown Business
-86.2121109999999,43.0772180000001,802,2200508021,Spring Lake-Lake Pt. Development,2005/08/18 00:00:00+00,Spring Lake,919 W. Savidge,OTTAWA,<null> ,43.077218,-86.212111,"BRL,BRG",360000,,"$100,000 ","$260,000 ",0,,0,1.26,Residential/Commercial
-86.2048559999999,43.077077,803,2200601001,Spring Lake-Mill Point Station,2006/01/10 00:00:00+00,Spring Lake,601 W. Savidge,OTTAWA,"70-03-16-450-004,70-03-15-355-001,70-03-15-354-003",43.077077,-86.204856,"BRL,BRG",329850,,"$90,000 ","$239,850 ",0,,0,2.84,Commercial
-84.381941,46.486948,804,2199410030,SSM Industrial Park,1994/10/18 00:00:00+00,Sault Saint Marie,1300 Industrial Park Drive (central location within industrial park area),CHIPPEWA,<null> ,46.486948,-84.381941,SAF,180000,,"$180,000 ",,0,,0,0,Not Required
-83.0757169999999,42.3219690000001,805,2199807018,St. Anne's Gate (Detroit),1998/07/07 00:00:00+00,Detroit,"Bounded by Porter St, Lafayette Blvd, 16th, and 18th St.",WAYNE,<null> ,42.321969,-83.075717,SRG,808000,,"$808,000 ",,0,,0,12,Residential
-83.037808,42.3550500000001,806,2200207017,St. Aubin St. Property,2002/07/24 00:00:00+00,Detroit,3574 St. Aubin,Wayne,<null> ,42.35505,-83.037808,<null> ,0,,,,0,Yes,0,0.29,Light Industrial
-82.485134,42.8272030000001,807,2201810867,St. Clair Inn,2017/10/05 00:00:00+00,St. Clair,500 N Riverside Ave,Saint Clair,74-07-7100-0019-000,42.827203,-82.485134,"BRL, BRG, 381",943609,"$543,609.00 ","$200,000 ","$200,000.00 ",,,,5,Mixed Use
-84.8636519999999,45.855018,808,2200309028,St. Helena Lighthouse Station,2003/09/29 00:00:00+00,Village of Mackinaw City,St. Helena Island,MACKINAC,<null> ,45.855018,-84.863652,WRG,37125,,,,37125,,0,0,Not Required
-84.6099179999999,43.408123,809,2201808007,St. Louis Former Clark Station SAG,2018/08/31 00:00:00+00,St. Louis,220 West Washington Avenue ,Gratiot,53-010-114-00,43.408123,-84.609918,RPF,26000,,"$26,000 ",,,,,0.62,
-85.70054,42.2571600000001,810,220190309,Stadium Park way redevelopment 381 WP,2018/11/20 00:00:00+00,Kalamazoo, 7694 Stadium Drive  ,Kalamazoo,3905-34-180-025,42.25716,-85.70054,381,92877,"$92,877 ",,,,,,42.84,Commercial
-87.517778,46.539722,811,2201005003,Stanaway Parcel,2010/05/11 00:00:00+00,Negaunee Twp.,162 Midway Drive,Marquette,<null> ,46.539722,-87.517778,<null> ,0,,,,0,Yes,0,1.38,Residential
-83.103333,42.6569440000001,812,2199703012,Stans Trucking,1997/03/27 00:00:00+00,Rochester Hills,1131 E. Hamlin,Oakland,<null> ,42.656944,-83.103333,<null> ,0,,,,0,Yes,0,70,County Park
-86.450271,43.952889,813,2199309004,Star Watch Case (Ludington),1993/09/09 00:00:00+00,Ludington,300 S Rath Ave,MASON,<null> ,43.952889,-86.450271,SRG,855700,,"$855,700 ",,0,,0,0,Residential/Commercial
-84.476257,45.6483840000001,814,220190338,Steve's Sunoco,2019/08/02 00:00:00+00,Cheboygan,504 Mackinaw Avenue,Cheboygan,"053-M29-003-010-00, 053-M29-003-002-00, 053-m29-00",45.648384,-84.476257,RPF,249000,,"$249,000 ",,,,,1.75,Used Car Sales
-85.512081,42.631429,815,2201805003,Stickmann Baeckerei (Yankee Springs) ,2018/05/25 00:00:00+00,Yankee Springs,11312 West M-179 Highway,Barry,16-020-026-00,42.631429,-85.512081,RPF,175000,,"$175,000 ",,,,,1,Restaurant
-85.684563,42.971725,816,2201812001,Stocking Avenue Gas Station (GR Meijer C Store) - RPF,2018/12/06 00:00:00+00,Grand Rapids,438 Stocking Avenue NW,Kent,41-13-24-360-001,42.971725,-85.684563,RPG,432000,,"$432,000 ",,,,,0.111,Remodeled Gas Station 
-83.132442,42.4609160000001,817,2200610035,Stop and Go Service Garage,2006/10/18 00:00:00+00,Ferndale,211 E. 9 Mile Rd,Oakland,63-24-25-27-454-020,42.460916,-83.132442,381,180788,"$180,788 ",,,0,,0,0.49,Planned Unit Development
-84.773333,43.298056,818,2200609030,Sumner Twp. Dump,2006/09/15 00:00:00+00,Sumner Twp.,Warner Rd. north of Washington Rd.,Gratiot,<null> ,43.298056,-84.773333,<null> ,0,,,,0,Yes,0,20,Recreational Park
-83.8882,43.6044600000001,819,2199504004,Surath Property,1995/04/13 00:00:00+00,Bay City,Midland St to the New Liberty Bridge,BAY,<null> ,43.60446,-83.8882,SRG,147975,,"$147,975 ",,0,,0,22,Residential
-85.564086,44.745801,820,2200406007,T.C. Cast Products,2004/06/03 00:00:00+00,Traverse City,2455 Aero Park Drive,Grand Traverse,28-51-850-036-20,44.745801,-85.564086,381,63920,"$63,920 ",,,0,,0,14.5,Industrial (and proposed mixed-use)
-85.507591,46.3584250000001,821,2201108012,Tahquamenon Outdoor Recreation Complex Development Project,2011/08/19 00:00:00+00,Newberry,"60 Newberry Ave, Newberry MI 49868",LUCE,<null> ,46.358425,-85.507591,BRG,438500,,"$438,500 ",,0,,0,45.6,Park/Recreational
-88.4355189999999,47.1684890000001,822,2200205010,Tamarack Mill,2002/05/10 00:00:00+00,Hubbell,E of M-26 between 4th & 6th Sts.,Houghton,<null> ,47.168489,-88.435519,<null> ,0,,,,0,Yes,0,4.7,National Park
-82.878475,42.5952380000001,823,2200210027,"Tandem North, LLC (Bell Fork Lift)",2002/10/04 00:00:00+00,Mt. Clemens,45 S. Main Street,Macomb,<null> ,42.595238,-82.878475,381,22483,"$22,483 ",,,0,,0,0,Commercial
-83.520301,44.266103,824,2200807028,Tawas City Downtown Redevelopment,2008/07/07 00:00:00+00,Tawas City,"520-542, 550, 608 Lake St.",IOSCO,<null> ,44.266103,-83.520301,WRG,60000,,,,60000,,0,2.96,"Commercial,Residential,Government/Non Profit"
-88.4530559999999,47.2483330000001,825,2200110044,Taxi Depot,2001/10/03 00:00:00+00,Calumet,NW corner Elm/5th Sts.,Houghton,<null> ,47.248333,-88.453056,<null> ,0,,,,0,Yes,0,0.1,Nat. park
-83.250278,42.2583330000001,826,2200305007,Taylor-Monroe St.,2003/05/27 00:00:00+00,Taylor,6850 Monroe Blvd.,Wayne,<null> ,42.258333,-83.250278,<null> ,0,,,,0,Yes,0,3.23,Comm./Ind.
-83.2747219999999,42.186944,827,2200305005,Taylor-Pennsylvania,2003/05/16 00:00:00+00,Taylor,N of Pennsylvania Rd. W. of Telegraph,Wayne,<null> ,42.186944,-83.274722,<null> ,0,,,,0,Yes,0,65.25,Residential
-85.6086099999999,44.7637580000001,828,2201306010,TBA Credit Union,2013/06/06 00:00:00+00,Traverse City,"626,636 E. Front Street",GRAND TRAVERSE,"28-51-102-003-10,28-51-102-006-00",44.763758,-85.60861,"BRL, RRL",1463986,,,"$1,463,986 ",0,,0,1.34,Commercial
-85.608284,44.7637790000001,829,2201409031,TBA Credit Union  Redevelopment Project,2014/09/04 00:00:00+00,Traverse City,626-636 East Front Street,Grand Traverse,"28-51-102-003-10; 28-51-102-006-00",44.763779,-85.608284,381,1397880,"$1,397,880 ",,,0,,0,1.34,<null> 
-83.943484,41.9988980000001,830,2201705858,Tecumseh Products,2017/05/30 00:00:00+00,Tecumseh,"100 East, 600 South Ottawa Street, and 402, 404, 805 South Evans Street",Warren,325-0241-00,41.998898,-83.943484,"RRL, BRG",2000000,,"$1,000,000 ","$1,000,000.00 ",,,,47.9,Mixed Use
-84.993889,42.1025000000001,831,2200003005,Tekonsha Indust. Park,2000/03/28 00:00:00+00,Tekonsha,SW corner Main St./M-60,Calhoun,<null> ,42.1025,-84.993889,<null> ,0,,,,0,Yes,0,63,Industrial park
-87.612475,45.119156,832,2199701002,Tenth Street Area,1997/01/14 00:00:00+00,Menominee,2330 10th St,MENOMINEE,<null> ,45.119156,-87.612475,"SRG,SAF",323000,,"$323,000 ",,0,,0,0,Commercial
-86.254444,43.2430560000001,833,2201307015,Terrace Point Landing Property,2013/07/31 00:00:00+00,Muskegon,North end of Terrace Point Rd.,Muskegon,<null> ,43.243056,-86.254444,<null> ,0,,,,0,Yes,0,10,Residential
-86.25487,43.2434510000001,834,2201405009,Terrace Point Landing Redevelopment,2014/05/07 00:00:00+00,Muskegon,End of Terrace Pt Road - no address,Muskegon,61-24-205-558-0001-00,43.243451,-86.25487,381,564680,"$564,680 ",,,0,,0,11,"PUD approved, no zoning change"
-83.689028,42.089995,835,2199906020,The American Foundry Property (City of Milan),1999/06/08 00:00:00+00,Milan,end of W. 2nd St.,WASHTENAW,<null> ,42.089995,-83.689028,SRG,384410,,"$384,410 ",,0,,0,5.52,Residential
-83.44364137,44.90311044,836,220190345,The Barn,2019/06/21 00:00:00+00,Ossineke,"11904, 11924,11926,11930 US-23 South",Alpena,"061-014-000-626-00, 061-014-000-628-00, 061-014-000-630-01, 061-014-000-630-02 & 064-999-000-008-00",44.90311044,-83.44364137,RPF,220000,,"$220,000 ",,,,,0.312,Commercial
-84.197164,42.995327,837,2199904054,The Colonels Site,1999/04/29 00:00:00+00,Owosso Township,490 S. Chestnut St.,Shiawassee,<null> ,42.995327,-84.197164,RRL,70000,,,"$70,000 ",0,,0,0,Industrial
-85.6345719999999,44.764035,838,2201401003,The Corners,2014/01/28 00:00:00+00,Traverse City,"704 W. Front St, 701 W. Front St, 626 W. Front St, 627 W. Front St",Grand Traverse,28-51-618-086-00,44.764035,-85.634572,381,57888,"$57,888 ",,,0,,0,0.19,<null> 
-84.481677,42.73596,839,2201109017,The St. Anne,2011/09/09 00:00:00+00,East Lansing,213-217 Anne St,INGHAM,<null> ,42.73596,-84.481677,BRG,1000000,,"$1,000,000 ",,0,,0,0.22,Mixed Use
-84.238715,43.6103560000001,840,2201209018,The Stadium District,2012/09/19 00:00:00+00,Midland,215 State Street,Midland,"14-21-80-038; -680; -064; -052",43.610356,-84.238715,381,1070732,"$1,070,732 ",,,0,,0,5.86,mixed use commercial/office
-83.080136,42.3682650000001,841,2201611027,Third and Grand Act 381,2016/11/23 00:00:00+00,Detroit,"2905, 2911, 2921 West Grand Boulevard",Wayne,"04001516-20, 04001515, 04001514, 04001542-64",42.368265,-83.080136,381,648243,"$648,243 ",,,0,,0,1.52,Mixed Use
-87.66445,46.5010800000001,842,2201806004,Third Street Auto,2018/06/15 00:00:00+00,Ishpeming,1400 North Third Street,Marquette,52-51-569-001-00,46.50108,-87.66445,RPF,200000,,"$200,000 ",,,,,0.167,Coffee Shop
-85.27161,42.64104,843,2200004022,Thornapple River Waterfront Development,2000/04/13 00:00:00+00,Hastings,corner E. State St. and E. Center Rd,BARRY,<null> ,42.64104,-85.27161,WRG,122050,,,,122050,,0,0,Industrial
-83.095833,42.340556,844,2199603003,Thornapple/Tillman Parcels,1996/03/06 00:00:00+00,Detroit,NE & SW corners Poplar/23rd Sts.,Wayne,<null> ,42.340556,-83.095833,<null> ,0,,,,0,Yes,0,2.32,Parking Lot
-83.6725,43.0008330000001,845,2199907023,Thread Lake,1999/07/01 00:00:00+00,Flint,Thread Lake E of I-475,Genesee,<null> ,43.000833,-83.6725,<null> ,0,,,,0,Yes,0,110,City Park Expansion
-85.632304,41.9350590000001,846,2201109015,Three Rivers Sheffield Industrial Development 381 WP,2011/09/07 00:00:00+00,Three Rivers,618 4th Street,SAINT JOSEPH,75-051-299-044-00,41.935059,-85.632304,"BRG,BRL",885500,,"$585,500 ","$300,000 ",0,,0,27.3,Industrial
-83.194419,45.037243,847,2200103013,Thunder Bay Island Light Station,2001/03/23 00:00:00+00,Alpena,Island at North end of Thunder Bay,ALPENA,<null> ,45.037243,-83.194419,WRG,82500,,,,82500,,0,0,Not Required
-84.177333,42.9941440000001,848,2200708021,TiAl Products,2007/08/16 00:00:00+00,Owosso,615 Cass Street & 412 S. Shiawassee Street,Shiawassee,"78-050-660-026-002-00, 78-050-660-026-004-00, 78-050-660-026-001-00",42.994144,-84.177333,381,28964,"$28,964 ",,,0,,0,7.7,"I-2, General Industrial District"
-83.129452,42.3506990000001,849,2200803008,Tireman & Epworth Properties Redevelopment Project,2008/03/25 00:00:00+00,Detroit,5919 & 5943 Tireman Street and 6511 & 6545 Epworth Street,Wayne,"16002019, 16014950-3, 16014954, 16002020.001",42.350699,-83.129452,381,87975,"$87,975 ",,,0,,0,7.3,Commercial
-83.8875889999999,43.603555,850,2199606011,TKD/Auto/2nd St Parking,1996/06/27 00:00:00+00,Bay City,"NW corner of 1st and Washington, SE corner 2nd and Saginaw",Bay,<null> ,43.603555,-83.887589,<null> ,0,,,,0,Yes,0,1,Parking lot & Develop.
-85.2733259999999,42.3374220000001,851,2201005004,Toda America Project,2010/05/17 00:00:00+00,Battle Creek,4750 West Dickman Road (Fort Custer Industrial Park- lot 35),Calhoun,"3020-01-035-1, 3020-01-036-0, 3020-01-033-0, 3020-01-034-0",42.337422,-85.273326,381,2464703,"$2,464,703 ",,,0,,0,21.04,I2: Heavy Industrial
-88.485234,47.086171,852,2199708019,Torch Lake-Adjacent Prop,1997/08/08 00:00:00+00,Various,11 Various location,Houghton/ Keweenaw,<null> ,47.086171,-88.485234,<null> ,0,,,,0,Yes,0,2717,Residential homes
-83.692268,42.1617460000001,853,2200603006,Toyota Research Park (Former Ypsilanti Psychiatric Hospital),2006/03/03 00:00:00+00,York Township,Willis and Platt Roads,Washtenaw,"S-19-02-200-004, S-19-03-100-004, S-19-03-400-001, S-19-03-100-05",42.161746,-83.692268,381,4890000,"$4,890,000 ",,,0,,0,690,RPD (research park district)
-85.6213049999999,44.760705,854,2199708021,Traverse City Ironworks,1997/08/28 00:00:00+00,Traverse City,S. side of Boardman River between  S. Union and  E. Eighth  St,GRAND TRAVERSE,<null> ,44.760705,-85.621305,SRG,1582975,,"$1,582,975 ",,0,,0,7.85,Commercial/Residential
-85.6254929999999,44.7643370000001,855,2201609010,Traverse City Place,2016/09/02 00:00:00+00,Traverse City,124 W. Front Street,Grand Traverse,51-706-004-00,44.764337,-85.625493,BRL,700000,,,"$700,000 ",0,,0,1.166,Mixed Use
-85.626111,44.7655560000001,856,2201306011,Traverse City Place,2013/06/06 00:00:00+00,Traverse City,"Hall, Grandview, Union, Front, & ",Grand Traverse,<null> ,44.765556,-85.626111,<null> ,0,,,,0,Yes,0,8,Commercial
-85.625776,44.7651250000001,857,2200606020,Traverse City Place,2006/06/29 00:00:00+00,Traverse City,"Front Street, Grandview Parkway, Garland, & Hall Street  (16 parcels)",GRAND TRAVERSE,51-706004-00,44.765125,-85.625776,"BRL,BRG",2000000,,"$1,000,000 ","$1,000,000 ",0,,0,4.17,Residential/Commercial
-85.626879,44.7659090000001,858,2201301002,Traverse City Place - Hotel Indigo Phase,2013/01/18 00:00:00+00,Traverse City,"223, 235, and 263 Grandview Parkway",Grand Traverse,"28-51-658-033-00, 28-51-658-032-00, 28-51-658-031-00",44.765909,-85.626879,381,804396,"$804,396 ",,,0,,0,0,Commercial (C-4)
-85.616927,44.7518640000001,859,2200004023,Traverse City Waterfront,2000/04/13 00:00:00+00,Traverse City,1122 Lake Ride Drive,GRAND TRAVERSE,<null> ,44.751864,-85.616927,WRG,487000,,,,487000,,0,0,Commercial/Residential
-83.106667,42.6669440000001,860,2201508023,Tree Farm Property,2015/08/17 00:00:00+00,Rochester Hills,1406 E. Avon Rd.,Oakland,<null> ,42.666944,-83.106667,<null> ,0,,,,0,Yes,0,42.57,Commercial
-83.106667,42.6669440000001,861,2201104005,Tree Farm Property,2011/04/12 00:00:00+00,Rochester Hills,1406 E. Avon Rd.,Oakland,<null> ,42.666944,-83.106667,<null> ,0,,,,0,Yes,0,42.57,Open
-83.17796379,42.1408538000001,862,220190334,Trenton Bowling Alley,2019/08/14 00:00:00+00,Trenton,3633-3660 West Jefferson Avenue,Wayne,"54-015-01-0008-00, 54-015-01-0013-000",42.1408538,-83.17796379,RMG,250000,,"$250,000 ",,,,,0.9,Family Entertainment Center
-83.1783389999999,42.1407600000001,863,2201808011,Trenton Clocktower Site,2018/08/31 00:00:00+00,Trenton,223 West Road,Wayne,54-015-03-0507-000,42.14076,-83.178339,RPF,385500,,"$385,500 ",,,,,0.86,Community Clocktower Site 
-83.0896499999999,42.47335,864,220190307,Tri-County Commerce Center 2 - 381 WP ,2018/11/29 00:00:00+00,Hazel Park, 1650 East 10 Mile Road ,Oakland,28-25-25-226-004,42.47335,-83.08965,381,6156759,"$6,156,759 ",,,,,,95.73,
-83.091774,42.4746940000001,865,2201606016,Tri-County Commerce Center/Hazel Park Business Center),2016/06/03 00:00:00+00,Hazel Park,1400 East 10 Mile Road,Oakland,25-25-226-003,42.474694,-83.091774,381,110000,"$110,000 ",,,0,,0,36,Industrial
-84.495217,42.7206390000001,866,2201407024,Trowbridge Village Project,2014/07/15 00:00:00+00,East Lansing,"920, 950, 962, 990 Trowbridge Road",Ingham,"33-20-01-24-122-020; 33-20-01-24-122-019; 33-20-01-24-122-018; 33-20-01-24-122-021",42.720639,-84.495217,381,115917,"$115,917 ",,,0,,0,4.53,B2 Retial Sales Business District
-84.332805,43.4112930000001,867,2200408038,UAP Elevator Property-Merrill,2004/08/31 00:00:00+00,Merrill,246 North Eddy Street,SAGINAW,"17-12-1-27-0412-000, 17-12-1-27-0414-000, 17-12-1-27-0183-000, 17-12-1-27-0190-000, 17-12-1-26-0194-000, 17-12-1-26-0198-000, 17-12-1-26-0203-000, ",43.411293,-84.332805,RRL,230000,,,"$230,000 ",0,,0,4.11,Commercial
-85.6563199999999,42.9705900000001,868,2199410031,UEDAP Development,1994/10/18 00:00:00+00,Grand Rapids,<null> ,KENT,<null> ,42.97059,-85.65632,SAF,500000,,"$500,000 ",,0,,0,0,Residential/Commercial
-85.580772,42.294342,869,2200504006,United Building,2005/04/01 00:00:00+00,Kalamazoo,200 & 242 East Kalamazoo Avenue,Kalamazoo,"06-15-338-282, 06-15-339-280",42.294342,-85.580772,381,31050,"$31,050 ",,,0,,0,0.81,C-I (Commercial Imp.)
-83.892152,43.5915370000001,870,2201211023,Uptown at River's Edge,2012/11/15 00:00:00+00,Bay City,112 North Water Street,Bay,"09-160-028-101-001-00, 002-00, 003-00 Parcel 1",43.591537,-83.892152,381,4781250,"$4,781,250 ",,,0,,0,43,Commercial/office
-83.892152,43.5915370000001,871,2201209020,Uptown at River's Edge,2012/09/28 00:00:00+00,Bay City,112 N. Water Street,BAY,"160-028-101-002-00,160-028-101-005-00,160-028-101-006-00,160-028-151-001-00,160-028-134-001-00,",43.591537,-83.892152,"BRG,BRL",2000000,,"$1,000,000 ","$1,000,000 ",0,,0,43,Commercial/Mixed Use/Commercial
-85.625752,44.762709,872,2201408030,Uptown Development,2014/08/27 00:00:00+00,Traverse City,"141,133  West State Street,Pine Street",GRAND TRAVERSE,"51-794-001-50,51-794-023-00,51-794-023-10",44.762709,-85.625752,"BRL,BRG",660000,,"$365,000 ","$295,000 ",0,,0,0.7,Mixed Use
-85.625752,44.762709,873,2201407027,Uptown Development,2014/07/31 00:00:00+00,Traverse City,133 and 141 West State Street,Grand Traverse,"51-794-001-50, 51-794-023-00, 51-794-023-10",44.762709,-85.625752,381,344634,"$344,634 ",,,0,,0,0.7,neighborhood district
-85.670686,42.9548,874,2201112026,Urban Market aka Downtown Market,2011/12/08 00:00:00+00,Grand Rapids,"435 Ionia SW, 109 Logan SW",Kent,"41-13-36-227-015; 41-13-36-227-017 (-018)",42.9548,-85.670686,381,776749,"$776,749 ",,,0,,0,3.61,<null> 
-83.2763879999999,42.6734680000001,875,2199812030,USF Holland Trucking Terminal,1998/12/16 00:00:00+00,Pontiac,1280 Joslyn Road,Oakland,"14-16-251-030, 14-16-276-001",42.673468,-83.276388,381,75749,"$75,749 ",,,0,,0,30,M-1 Light Industrial
-83.0410189999999,42.626535,876,220190312,Utica [Indoor Sports] Training Facility,2019/01/16 00:00:00+00,Utica, 6993 Moscone Drive ,Macomb,11-07-33-453-011,42.626535,-83.041019,RMG,,,"$450,000 ",,,,,0.7,Commercial 
-83.0375079999999,42.626584,877,2201506018,Utica Community Complex and Ballpark,2015/06/16 00:00:00+00,Utica,"North of Auburn Road, East of Moscone Drive",MACOMB,"07-33-453-01-,07-33-453-009,07-33-453-004,07-33-451-002,07-33-458-001",42.626584,-83.037508,BRL,1000000,,,"$1,000,000 ",0,,0,0,Mixed Use
-83.18881,42.28193,878,2199607042,Vacant Land at Oakwood and Henry,1996/07/16 00:00:00+00,Melvindale,Oakland and Henry Rd,WAYNE,<null> ,42.28193,-83.18881,SAF,15000,,"$15,000 ",,0,,0,5.8,Industrial
-83.330833,42.289722,879,2200510025,Vacant Lots 1 & 2 - Inkster,2005/10/12 00:00:00+00,Inkster,Michigan Ave. and Middlebelt Rd.,Wayne,<null> ,42.289722,-83.330833,<null> ,0,,,,0,Yes,0,1.06,Commercial
